"miRNA"	"hsa.let.7a.2"	"hsa.let.7a.3"	"hsa.let.7b"	"hsa.let.7c"	"hsa.let.7e"	"hsa.let.7g"	"hsa.let.7i"	"hsa.mir.100"	"hsa.mir.101.1"	"hsa.mir.106b"	"hsa.mir.107"	"hsa.mir.10a"	"hsa.mir.122"	"hsa.mir.1225"	"hsa.mir.1227"	"hsa.mir.1234"	"hsa.mir.124.2"	"hsa.mir.124.3"	"hsa.mir.1250"	"hsa.mir.1255b.1"	"hsa.mir.125a"	"hsa.mir.125b.1"	"hsa.mir.125b.2"	"hsa.mir.126"	"hsa.mir.127"	"hsa.mir.128.1"	"hsa.mir.1287"	"hsa.mir.130a"	"hsa.mir.130b"	"hsa.mir.132"	"hsa.mir.133a.1"	"hsa.mir.134"	"hsa.mir.135a.1"	"hsa.mir.136"	"hsa.mir.137"	"hsa.mir.138.1"	"hsa.mir.138.2"	"hsa.mir.140"	"hsa.mir.141"	"hsa.mir.142"	"hsa.mir.143"	"hsa.mir.145"	"hsa.mir.146a"	"hsa.mir.149"	"hsa.mir.150"	"hsa.mir.152"	"hsa.mir.153.2"	"hsa.mir.154"	"hsa.mir.155"	"hsa.mir.15a"	"hsa.mir.15b"	"hsa.mir.16.2"	"hsa.mir.17"	"hsa.mir.181a.1"	"hsa.mir.181a.2"	"hsa.mir.181b.1"	"hsa.mir.181c"	"hsa.mir.182"	"hsa.mir.184"	"hsa.mir.187"	"hsa.mir.18a"	"hsa.mir.191"	"hsa.mir.192"	"hsa.mir.193a"	"hsa.mir.194.1"	"hsa.mir.194.2"	"hsa.mir.195"	"hsa.mir.196a.1"	"hsa.mir.196a.2"	"hsa.mir.199a.1"	"hsa.mir.199a.2"	"hsa.mir.19a"	"hsa.mir.200a"	"hsa.mir.200b"	"hsa.mir.200c"	"hsa.mir.203"	"hsa.mir.204"	"hsa.mir.205"	"hsa.mir.206"	"hsa.mir.208a"	"hsa.mir.20a"	"hsa.mir.21"	"hsa.mir.210"	"hsa.mir.211"	"hsa.mir.212"	"hsa.mir.214"	"hsa.mir.216a"	"hsa.mir.217"	"hsa.mir.218.1"	"hsa.mir.218.2"	"hsa.mir.219.1"	"hsa.mir.219.2"	"hsa.mir.22"	"hsa.mir.221"	"hsa.mir.222"	"hsa.mir.223"	"hsa.mir.224"	"hsa.mir.23b"	"hsa.mir.24.1"	"hsa.mir.24.2"	"hsa.mir.25"	"hsa.mir.26a.2"	"hsa.mir.26b"	"hsa.mir.27a"	"hsa.mir.27b"	"hsa.mir.296"	"hsa.mir.299"	"hsa.mir.29a"	"hsa.mir.29b.2"	"hsa.mir.29c"	"hsa.mir.302a"	"hsa.mir.30a"	"hsa.mir.30b"	"hsa.mir.30c.1"	"hsa.mir.30c.2"	"hsa.mir.30d"	"hsa.mir.30e"	"hsa.mir.31"	"hsa.mir.3187"	"hsa.mir.32"	"hsa.mir.320a"	"hsa.mir.323"	"hsa.mir.33a"	"hsa.mir.34a"	"hsa.mir.34c"	"hsa.mir.3650"	"hsa.mir.3654"	"hsa.mir.429"	"hsa.mir.487a"	"hsa.mir.503"	"hsa.mir.543"	"hsa.mir.564"	"hsa.mir.636"	"hsa.mir.663b"	"hsa.mir.7.1"	"hsa.mir.7.2"	"hsa.mir.7.3"	"hsa.mir.877"	"hsa.mir.9.1"	"hsa.mir.9.2"	"hsa.mir.92a.1"	"hsa.mir.93"	"hsa.mir.935"	"hsa.mir.96"	"hsa.mir.98"	"hsa.mir.99a"	"hsa.mir.99b"	"bcr_patient_barcode"
"TCGA-36-1568-01A-01R-1566-13"	61551.726838	30697.121617	112144.422035	7230.324555	3789.177309	274.94375	518.129756	1523.5016	205.337737	1482.608068	59.600148	31391.006555	0	0	1.305113	4.350376	0	0	1.74015	0	3769.165581	3098.337634	67.865862	71.346163	1537.422803	165.749317	48.724209	64.385562	55.249772	120.940447	3.045263	279.729163	1.305113	1.74015	0	0	0	529.005696	63.080449	7.395639	5159.980719	1115.871389	9.570827	809.169896	549.452462	20.011729	0	4.350376	172.274881	10.440902	1767.122644	3.480301	143.562401	1854.13016	1033.649287	196.636986	224.479391	7106.338846	3.045263	24.797142	10.440902	1255.953489	52.204509	1612.684304	22.186917	39.58842	24.362104	60.470223	3.915338	218.388864	282.774426	0	2079.914663	3020.900945	45427.929065	3700.864681	4.350376	85022.004201	0	0	5.655489	5454.936197	397.624347	2.175188	3.045263	56.554885	0	0.435038	0.435038	0.870075	16.531428	0	6767.009534	808.734859	297.130666	10.875939	80.481952	3354.574768	185.326008	1313.813487	14892.641426	785.242829	307.571568	614.708098	2326.145932	154.003303	7.395639	34679.020574	75.696539	130.511274	0	3343.698829	106.584207	5.655489	647.335917	21014.490232	8233.956249	9.135789	2.175188	8.265714	896.177412	6.525564	8.265714	39.58842	10.875939	0	0	49.159246	3.480301	33.062856	1.74015	0	0.435038	0	13.921203	0	0	44.808871	11.746015	11.310977	2334.411646	3324.557175	68.3009	4.350376	9.135789	370.216979	218410.616309	"TCGA-36-1568"
"TCGA-24-1470-01A-01R-1566-13"	33546.851867	16659.632031	97640.627596	17032.234554	3142.554245	368.166779	523.759041	1056.048359	192.10185	1779.415894	95.539108	33383.75296	0	0	0.682422	0.341211	0	0	0	0	3720.22464	2078.65803	211.892094	214.280572	1207.204877	195.855172	93.833053	162.757695	85.302775	221.104794	2.388478	210.186039	2.729689	4.094533	0	0	0	839.038099	328.927502	12.2836	5200.739609	694.364592	89.397309	246.013204	3834.530359	18.084188	0	0.682422	609.403027	22.178722	4505.692595	8.871489	280.816737	3461.245414	2739.925145	723.367535	152.180151	6773.381576	1.023633	4.435744	15.013288	2324.671235	143.991085	2006.321277	47.428343	67.901009	4.094533	61.759209	5.118167	85.302775	115.329352	0.682422	4292.776868	5531.031955	98373.890254	833.919932	247.378049	6286.132123	0	0	16.719344	6573.431871	653.76047	1.023633	4.435744	19.449033	1.023633	0.341211	4.094533	4.435744	16.378133	0	6361.198565	1699.913708	517.958452	36.850799	59.029521	1148.516568	98.951219	1005.549116	19281.839346	1116.101513	264.438604	856.439865	992.924305	87.691253	2.047267	16661.679298	88.032464	120.78873	0	9389.788302	164.463751	5.459378	1144.763246	18342.826395	8428.596629	102.704542	6.824222	23.202355	4194.16686	5.118167	9.895122	48.793188	7.847855	0	0.341211	86.326409	3.412111	57.664676	1.023633	0.682422	1.706056	0	17.060555	0	0.341211	35.485955	9.553911	6.824222	2440.000587	4175.74146	31.732632	2.388478	5.800589	979.275861	275043.103492	"TCGA-24-1470"
"TCGA-13-0762-01A-01R-1564-13"	12218.681746	6236.066821	69281.096227	22271.725901	2340.21953	108.446192	375.043081	2500.01335	33.684044	3323.629316	39.84576	742.692103	0	0.410781	2.464686	1.232343	0	0	1.232343	0	6586.052259	12134.060854	202.515048	20.12827	454.734601	125.288214	11.091088	84.620892	141.719455	62.849498	0.410781	83.79933	4.929372	0.410781	0	0	0	280.563444	467.468812	4.929372	557.840639	283.438911	13.966555	702.846343	356.147153	8.215621	0	0.821562	59.563249	6.572496	936.99153	1.232343	375.864643	4009.222856	2703.34996	230.858939	268.650794	13113.36283	0.821562	167.59866	41.488884	1595.884303	44.775132	1603.689142	18.485146	39.84576	13.144993	0	0.410781	91.60417	124.877433	0	1896.576017	1139.095797	80904.55626	931.240596	1.643124	448.572885	0	0.410781	23.003738	2597.368455	734.887263	1.232343	0.821562	18.074365	0	0	1.643124	1.643124	13.555774	0	5960.021969	78.459177	69.011213	20.539052	4.518591	237.431436	12.323431	1169.904374	11463.666212	335.608102	114.197126	1245.077303	147.47039	373.399957	1.232343	3140.420977	60.795592	46.418256	0	5799.817367	54.633877	5.340153	930.419034	12506.639248	3146.582692	6.572496	0.410781	0	298.637809	2.875467	9.447964	27.522329	4.518591	0.821562	0	21.771395	1.232343	2.875467	0.821562	0.821562	0.410781	0	10.269526	0	0	68.189651	478.5599	462.950221	6770.08216	5090.809308	43.132008	23.003738	4.518591	875.785157	263786.324853	"TCGA-13-0762"
"TCGA-13-0793-01A-01R-1564-13"	18927.536299	9342.519603	87877.92998	10838.111725	2470.221589	52.212293	403.775065	2947.093864	272.664196	2068.767071	51.05202	5078.515686	0	0	10.442459	11.602732	0	0	0	0	4449.647625	4435.724347	199.566986	48.731473	3548.115368	196.086167	70.776664	147.354693	100.943766	111.386225	15.083551	356.203865	9.282185	1.160273	0	0	0	841.198052	119.508137	39.449288	4711.869363	1184.638911	24.365737	675.278988	1695.159108	16.243824	2.320546	9.282185	124.14923	9.282185	1075.573233	5.801366	177.521796	7010.370522	1417.85382	265.702557	245.977913	1690.518016	2.320546	281.946381	42.930107	442.06408	69.61639	2505.029784	16.243824	27.846556	5.801366	0	0	366.646323	566.213309	1.160273	968.828101	374.768235	16931.866439	469.910636	2.320546	39.449288	0	0	8.121912	13846.700067	2399.444925	1.160273	4.641093	51.05202	0	3.48082	0	0	10.442459	0	14092.67798	145.034147	85.860215	6.961639	29.006829	1087.175965	206.528625	805.229583	7113.634834	264.542284	221.612176	1275.140219	526.764021	878.326793	8.121912	4858.063783	19.724644	63.815025	0	3172.18686	33.647922	1.160273	355.043591	20159.746411	2647.743385	0	41.769834	6.961639	458.307904	10.442459	23.205463	26.686283	16.243824	0	0	59.173932	9.282185	107.905405	9.282185	0	6.961639	1.160273	4.641093	0	9.282185	264.542284	20.884917	15.083551	3008.588342	4530.866747	491.955826	4.641093	2.320546	570.854402	425864.345502	"TCGA-13-0793"
"TCGA-29-1703-01A-01R-1567-13"	51862.615216	26093.453227	85740.796064	35995.110953	4116.899866	223.319529	317.339658	2127.878845	180.219729	750.249345	80.638336	9658.352402	0	0.17379	1.216527	2.259264	0	0	0	0	5932.13137	2942.256521	137.467508	51.267907	1414.299089	183.34794	41.361905	63.433174	57.52433	147.37351	3.302001	167.359305	6.256423	0.521369	0	0	0	1087.053428	72.296439	2.259264	1673.419258	1028.312572	37.712325	481.91833	949.933499	17.031373	0	1.390316	181.088677	32.151061	2260.654036	2.954422	585.496882	4475.42764	1218.612093	705.06407	272.501963	5939.60432	3.997159	45.532853	12.686635	980.520454	63.085595	3339.191778	31.803482	43.621169	34.584114	0.521369	0	260.858065	318.556184	0	749.032818	1714.086005	123158.548002	747.294923	14.598319	1083.403848	3.64958	0	35.279272	5635.994033	220.017528	0.347579	2.085474	35.80064	0	0.868948	3.302001	11.122529	16.683794	0	6147.804161	429.955265	128.082874	35.279272	50.22517	4639.658733	97.843498	2479.281248	11809.345253	977.392243	150.154143	534.750344	2474.241352	120.088556	5.387475	6893.534978	37.712325	44.316327	0	5352.89091	84.461705	1.911685	1284.999688	39555.015418	2771.247637	4.344738	3.64958	2.606843	4321.797707	2.259264	2.606843	46.74938	48.139696	0	0	11.817687	3.47579	3.302001	2.433053	0	1.216527	0	4.866106	0.347579	0	27.111165	73.860545	70.906123	14158.631943	7733.112134	86.37339	3.997159	6.951581	816.63694	183128.270393	"TCGA-29-1703"
"TCGA-13-1403-01A-01R-1565-13"	48495.6847	24323.724016	152761.95988	17123.593756	2574.224658	272.554553	415.46871	680.943924	110.614672	1674.263682	42.918493	8005.405075	0	1.327376	1.327376	4.424587	0	0	0	0	2567.587777	2998.100082	264.147838	103.977792	2892.794914	234.945564	115.924177	86.279445	49.555373	120.791222	3.982128	543.78173	1.327376	2.654752	0	0	0	795.540724	84.50961	3.982128	3633.91322	592.009727	26.547521	1655.680417	124.330892	27.432439	0	6.63688	332.286476	13.716219	4489.628326	2.654752	350.427282	2776.870737	1708.333001	384.496601	131.85269	4063.983066	49.112915	161.054963	19.910641	2655.194598	51.767667	753.949607	24.777687	33.184402	5.751963	2.654752	0	169.461678	205.300832	0	2014.071956	1863.193543	50127.02989	1733.995606	4.424587	195.124282	0	0	17.255889	12463.176376	1480.466776	5.751963	8.406715	56.634712	0	0.442459	0.884917	3.097211	6.63688	0	10223.450488	599.531525	218.574593	14.601137	30.087191	1000.841556	150.435955	1328.703446	13667.548929	590.682351	171.231513	1306.138052	1132.251787	217.689675	10.17655	17483.312671	54.864878	216.804758	0	10811.035628	108.402379	21.238017	2168.04758	28343.018754	17105.010491	15.928513	19.468182	11.061467	3066.681179	11.061467	12.831302	85.394527	48.670456	0	0	54.864878	3.097211	10.619009	6.194422	0	3.53967	0.442459	5.309504	0	0	57.51963	3.982128	3.53967	3995.844428	3946.289055	65.483886	1.769835	6.194422	634.92822	183593.808764	"TCGA-13-1403"
"TCGA-30-1856-01A-01R-1567-13"	22053.171558	11134.030372	74752.37907	11346.554424	1765.064627	90.550789	483.16279	2790.518522	91.902293	866.990014	31.760351	6466.272365	0	0	1.351504	0.675752	0	0	0	0	4304.541223	1619.102162	137.177687	157.112376	1385.291916	202.725646	28.043714	73.656985	51.357164	331.456432	6.419645	247.325289	2.027256	1.013628	0	0	0	2411.083687	67.237339	14.528671	3892.670285	1784.66144	41.220881	190.224231	12446.341055	13.177167	0	3.040885	400.721028	18.583184	2729.362952	2.027256	290.911302	6104.069211	4570.449696	484.176419	68.588844	1780.944803	3.378761	6.419645	15.880176	789.616392	49.667783	2586.779247	10.812034	31.760351	4.730265	0	0	67.913092	84.806895	0	724.406309	687.239941	119804.09945	638.24791	60.141942	168.938039	2.365133	0	7.095398	4429.893248	144.273085	1.68938	7.77115	21.286193	0	1.013628	6.419645	3.040885	9.122654	0	5990.542849	583.511985	216.240689	111.499105	19.596812	698.051975	39.531501	977.475491	21764.963264	561.55004	140.218572	798.40117	434.846511	106.76884	3.716637	5477.98484	31.760351	59.46619	0	18710.563527	56.087429	3.378761	1212.299365	11754.032973	6394.304761	3.378761	1.013628	8.109026	2657.057471	7.095398	6.757522	12.501415	6.081769	0	0.675752	7.095398	2.027256	10.136282	2.027256	0	1.013628	0	8.109026	0	0	27.030086	21.286193	19.258936	5342.496533	5700.98305	15.880176	1.013628	7.433274	290.911302	336482.000497	"TCGA-30-1856"
"TCGA-24-1849-01A-01R-1567-13"	38202.884278	19093.499895	177489.815799	16276.075164	3016.671461	265.547202	799.749439	4816.1077	85.638109	1262.816796	51.106614	13983.529167	0	0	0.345315	0.69063	0	0	0	0	6394.197051	4217.331565	271.762871	389.169956	4258.76936	131.219684	49.725354	87.709999	79.767755	627.782591	7.942244	1080.490499	0	4.834409	0	0	0	2246.273793	84.256849	23.826732	8306.896596	3850.261766	42.47374	153.319841	11408.170221	50.761299	0	4.834409	348.077476	18.301693	1413.028802	2.76252	229.979761	4876.192502	2846.431187	520.044325	52.487873	904.034556	1.726575	4.834409	10.359449	1075.310775	53.178503	2452.772137	20.373582	28.661141	26.243937	0.345315	0	272.798816	363.616649	0	264.511257	320.797595	15796.432689	2655.817331	120.51492	1427.877346	0	0	12.431338	8227.474156	290.755193	1.035945	13.467283	63.192637	0.69063	9.323504	9.668819	12.776653	8.978189	0	16702.19382	523.152159	141.924447	124.313384	87.364684	1198.242899	84.947479	1067.023216	19461.605639	626.401331	135.018148	694.773693	831.86373	100.141337	14.848543	5995.358276	47.653464	69.753621	0	9978.220986	42.128425	3.45315	693.737748	7504.039322	4671.420733	27.279882	2.417205	8.287559	3614.066336	15.539173	10.014134	45.236259	13.812598	0	0	2.76252	17.956378	13.467283	6.560984	0.345315	0.345315	0	12.431338	0	0	30.387716	49.380039	43.509685	3904.476214	3499.42177	33.150236	0	4.143779	844.985699	300105.28653	"TCGA-24-1849"
"TCGA-25-1328-01A-01R-1565-13"	63103.095041	31565.883653	204616.365087	20729.070549	4151.939548	252.837251	462.991925	5045.341278	309.855961	1135.812702	43.008398	45270.249136	0	0	3.258212	0.325821	0	0	0	0	4776.86461	7192.828806	202.009144	100.027108	3301.220396	82.432764	47.895716	96.117254	43.660041	192.88615	11.077921	443.116832	1.629106	7.493888	0	0	0	1534.29203	178.875839	6.190603	16699.639772	2771.109304	22.807484	365.897207	1017.213786	50.176465	0.325821	3.584033	190.279581	9.448815	1095.085052	1.303285	277.925483	4053.215725	1855.877554	352.864359	171.707772	2117.837798	36.817796	14.987775	0.977464	585.500696	28.346444	7305.888762	15.965239	23.133305	8.797172	0.651642	0	712.245143	1033.504846	0	511.539284	908.389505	42878.069887	149.551931	30.301372	29.649729	1.303285	0	11.077921	9091.714758	356.774214	0.325821	3.584033	111.756672	0	2.280748	5.864782	4.887318	12.381206	0	12962.796432	532.717662	174.965984	29.323908	15.965239	2660.981738	101.982036	1171.978856	10852.1267	1433.9391	153.461785	711.267679	2077.110148	96.768896	10.7521	26760.020957	31.278835	260.331139	0	36979.077066	77.219624	5.864782	991.14809	12543.138727	6959.866648	18.245987	0	7.493888	1762.366869	6.190603	1.629106	126.092804	9.122994	0	0	18.571808	7.168066	4.235676	1.303285	0.325821	0.651642	0	8.471351	0	0	5.864782	13.68449	16.29106	3894.214979	1563.941759	102.633678	0	6.190603	1483.789744	179739.590664	"TCGA-25-1328"
"TCGA-25-1877-01A-01R-1567-13"	10193.235114	5204.018132	4678.369033	6631.21834	1548.716287	34.675043	62.292333	1575.71986	27.003573	421.317112	87.761612	23255.599866	0	0.306859	1.841153	1.227435	0	0.306859	0.613718	0	3077.486753	2020.05138	151.895098	34.981901	9745.835006	330.79377	133.483571	272.490601	293.970716	160.794003	129.801266	1181.406322	19.332103	9.205764	0	0.920576	0.613718	2566.260017	26.082997	1.227435	851.839987	687.363678	34.368184	1820.59317	345.82985	4.909741	0	13.808645	142.075617	5.216599	698.410594	0.920576	541.605755	19803.131678	6129.504227	3814.561554	247.635039	7654.899246	57.075734	56.155158	46.949394	689.818548	18.104668	925.179236	6.137176	13.194928	1.534294	17.490951	0.613718	1581.550177	1808.01196	1.227435	413.031924	427.147428	101917.928777	306.551926	69.350085	1148.572432	4429.506559	0.306859	23.014409	879.764136	132.562995	0	4.909741	522.273652	0.613718	4.909741	0	5.830317	61.064898	10.12634	1434.871678	51.859135	21.480115	12.888069	11.353775	439.728639	35.902478	443.717803	20725.242326	294.584433	34.675043	144.223629	351.967026	351.967026	22.093833	1133.536351	11.353775	18.411527	0	3357.341965	28.537867	0.920576	552.652671	7758.003798	1546.568275	1.227435	0.920576	6.137176	2051.657835	138.393312	4.602882	9.205764	31.913314	0	0	4.602882	43.880806	51.245417	47.256253	0.306859	3.375447	0	28.844726	0	0	54.314005	571.064199	556.641836	18377.158905	10300.32883	7.978328	1.841153	2.148011	487.905468	323627.083111	"TCGA-25-1877"
"TCGA-30-1860-01A-01R-1568-13"	59462.410592	29804.670713	80063.238684	30679.331138	15172.393795	219.638875	204.491366	1628.357175	45.875312	476.280949	37.219593	23838.49986	0	0	0.216393	0.216393	0	0	0.216393	0	8365.103429	1830.035432	175.927493	72.491648	1514.101681	143.252153	17.095045	67.731003	51.285136	573.225004	3.678681	177.225851	0	0.865572	0	0.216393	0.649179	1362.626595	75.088364	3.462288	2261.090248	1413.478946	87.422764	143.468546	1514.75086	12.767186	0	1.298358	418.28763	11.252435	3798.995158	5.626217	208.602833	4056.93559	515.664471	411.146662	35.704842	2215.214937	56.478568	32.67534	6.708182	858.214559	91.101445	2078.454573	24.236014	48.904813	5.626217	15.147509	3.245895	52.367101	66.649038	0.649179	803.250742	1543.74752	131157.949131	275.468264	9.737684	4354.69233	0.216393	0	12.3344	6710.779097	191.507787	0	9.304898	10.17047	0	0.216393	3.678681	6.924575	8.655719	0	9693.97272	622.346211	248.419141	42.84581	186.097963	1502.200067	67.947396	550.070955	9113.390354	670.385452	64.052322	194.104503	695.703431	35.055663	5.84261	7626.986974	32.026161	32.026161	0	29751.221647	16.662259	3.678681	3043.783657	7755.524405	3857.637655	8.439326	1.514751	3.462288	1361.111844	4.760646	5.409825	21.422905	32.67534	0	0	13.416365	3.678681	8.439326	1.731144	0	1.081965	0	30.944196	0.432786	0	36.786807	20.773726	20.34094	4717.366965	6395.278132	160.563591	1.514751	10.17047	751.965606	307535.539301	"TCGA-30-1860"
"TCGA-13-0889-01A-01R-1564-13"	16192.631351	8101.701013	114002.199372	5128.994978	1246.166986	164.791313	594.541207	728.097565	36.620292	693.631408	20.464281	19754.493256	0	0	0	1.077067	0	0	0	0	5935.718463	1776.084149	51.699235	130.325156	1266.631267	150.789437	29.08082	61.392842	50.622168	87.24246	2.154135	392.052535	0	1.077067	0	0	0	361.894648	91.550729	20.464281	1066.29673	1241.858717	35.543224	390.975468	1580.057882	17.233078	0	2.154135	442.674703	11.847741	1414.189501	2.154135	120.631549	3255.974762	2570.959893	257.41911	60.315775	1798.702565	6.462404	19.387213	12.924809	3558.630703	70.009381	1955.954406	10.770674	39.851494	51.699235	17.233078	3.231202	217.567616	257.41911	0	557.920915	289.731132	66565.996767	230.492424	8.616539	4155.326044	0	0	12.924809	5649.218534	1428.191378	3.231202	6.462404	39.851494	0	0	3.231202	3.231202	15.078944	0	10788.984185	134.633425	107.70674	20.464281	8.616539	877.809934	42.005629	386.667198	7548.088367	276.806323	216.490548	457.753647	537.456635	28.003753	4.30827	3000.709787	65.701112	61.392842	0	6983.705047	23.695483	9.693607	733.482902	4758.483791	3802.047936	35.543224	5.385337	6.462404	2663.58769	14.001876	3.231202	14.001876	10.770674	0	0	7.539472	7.539472	18.310146	2.154135	0	7.539472	0	8.616539	0	0	37.697359	16.156011	12.924809	3138.574415	2140.132932	40.928561	1.077067	4.30827	272.498053	473829.954752	"TCGA-13-0889"
"TCGA-23-1032-01A-02R-1564-13"	19686.306101	9693.003258	52360.569235	7681.472707	1219.073314	268.124629	1354.923126	3847.886344	84.608216	4988.309766	50.049931	2376.180046	0	1.191665	10.724985	2.38333	0	0	0	0	4556.92703	3353.345361	46.474936	209.733043	2105.672087	260.974639	60.774916	284.807939	38.133281	197.816393	4.76666	520.757613	10.724985	0	0	0	0	573.190874	175.174758	10.724985	2376.180046	2131.888718	28.59996	1121.356782	625.624135	34.558286	0	5.958325	173.983093	13.108315	3831.203034	3.574995	232.374679	5835.583594	6274.116321	887.790439	299.10792	10823.89336	0	408.741101	48.858266	9207.995596	207.349713	2220.071929	22.641635	101.291527	10.724985	2.38333	0	213.308038	289.574599	1.191665	2209.346944	1580.147814	88979.243579	628.007465	36.941616	1360.881451	3.574995	0	17.874975	2370.221721	4989.501431	2.38333	9.53332	59.583251	0	2.38333	3.574995	8.341655	28.59996	0	10048.119433	202.583053	138.233142	145.383132	1.191665	947.373689	125.124827	861.573808	26726.663028	832.973848	226.416353	544.590913	600.599169	34.558286	11.91665	5899.933505	115.591507	133.466482	0	4357.918972	110.824847	8.341655	1036.748566	8296.371857	7301.331566	29.791625	14.29998	27.408295	5097.942948	38.133281	0	69.116571	19.06664	0	1.191665	39.324946	20.258305	22.641635	7.14999	0	4.76666	0	7.14999	0	0	107.249852	14.29998	17.874975	5327.934296	8565.688151	902.090419	4.76666	14.29998	339.62453	322867.3367	"TCGA-23-1032"
"TCGA-29-1697-01A-01R-1567-13"	50576.301861	25384.228626	73132.335221	18870.143601	1855.138358	217.061219	360.09678	1734.587227	43.06633	1211.564814	173.648976	5116.591278	0	0.345914	0.518871	0.691829	0	0	0.691829	0	1540.529308	801.310462	92.877988	64.167102	157.391004	338.650094	161.714932	48.773915	26.462443	201.495076	4.150972	32.515944	6.745329	0	0	0.518871	0.345914	529.594784	70.220602	0	1484.664149	149.953846	20.5819	197.517062	57.767687	9.6856	0	0	278.461007	28.537929	3443.576795	5.188714	240.929306	3077.253558	2114.401121	550.695556	133.868832	65497.487884	12.107	37.704658	5.188714	2894.437854	292.989407	1075.966411	83.711259	126.604632	11.415172	24.386958	4.323929	14.182486	19.890072	0	961.122865	1334.710303	95264.796527	827.599948	260.473463	1216.926486	37.358744	0	7.437157	1250.826087	534.610541	4.8428	3.286186	1.383657	0.172957	0	3.978014	16.257972	14.182486	0	7460.506533	71.950173	28.364972	3.978014	2.248443	1233.703329	44.104072	951.610222	36267.730053	459.201225	94.780517	121.934789	677.819059	50.676444	0.345914	1142.900827	45.314772	23.522172	0	10136.326553	36.666915	1.383657	1157.429227	18413.363776	4361.287417	17.295715	5.188714	4.496886	2195.863937	0	2.594357	17.122758	81.116902	0	0.172957	17.295715	0	19.3712	0.518871	0	0.518871	0	14.701357	0	0	18.1605	199.073676	188.350333	2547.139903	18179.871628	187.139633	15.566143	24.732872	380.159809	113212.559664	"TCGA-29-1697"
"TCGA-25-1329-01A-01R-1565-13"	24179.707082	12192.454844	50590.092494	3809.973387	8036.089558	96.07622	165.714605	644.633187	43.650554	426.492916	14.96269	2856.636279	0	0	1.462519	0.225003	0	0	0	0	8183.128926	709.996517	23.287796	22.500286	1000.700209	90.001143	8.437607	14.287681	49.725632	57.938236	2.700034	133.651697	0.337504	0.450006	0	0.112501	0	351.116959	57.150726	0.675009	1067.076052	626.857961	4.72506	816.197866	362.142099	15.187693	0	1.125014	62.100789	6.525083	1283.303798	0.78751	146.364359	1028.038056	294.528741	56.363216	58.950749	730.69678	0.112501	90.788653	4.72506	978.76243	13.050166	938.374417	6.525083	13.500171	13.837676	0	0.112501	112.051423	136.126729	0	724.734204	683.333678	40372.937736	498.943837	25.762827	614.820308	0	0	8.212604	4431.206276	328.841676	0	1.237516	21.825277	0	0.562507	4.500057	2.137527	6.975089	0.112501	3602.858256	130.72666	40.275511	8.775111	123.076563	1027.138045	85.951092	517.281569	7862.274851	244.91561	39.037996	238.165525	894.49886	89.438636	2.700034	2992.87551	14.062679	15.637699	0	2280.178958	26.212833	1.57502	351.566965	10138.178755	1607.307913	7.537596	1.012513	4.612559	1947.849738	1.125014	1.800023	14.625186	2.475031	0.225003	0	15.525197	3.712547	8.550109	0.450006	0.112501	1.125014	0	8.100103	0	0	10.012627	4.275054	4.387556	4327.367458	2497.531719	119.926523	0.112501	2.250029	90.676152	615541.104872	"TCGA-25-1329"
"TCGA-23-1027-01A-02R-1564-13"	16214.742132	8316.020777	38523.404354	2275.293252	2317.997143	325.14892	334.139213	2548.747989	161.076078	1152.255852	48.697419	41282.675032	0	0	1.498382	1.498382	0	0	0	0	6034.733996	1094.56814	14.983821	316.907819	1211.441946	144.593875	8.241102	176.059899	82.411017	80.912635	2.247573	630.818873	2.247573	2.247573	0	0	0	273.454737	169.31718	16.482203	2007.082852	934.241253	30.716833	317.65701	270.457973	23.224923	0	2.247573	1129.030929	16.482203	1161.995336	2.247573	214.268643	2473.828883	1995.095795	353.618181	65.179622	5057.788852	8.990293	179.805855	11.237866	2119.461511	110.131086	919.257432	16.482203	30.716833	12.736248	2.247573	0	280.197457	384.335014	0	359.611709	340.881933	91243.979313	1115.54549	7.491911	1066.09888	0	0	21.726541	8590.973896	563.391678	2.247573	4.495146	34.462789	0	0	2.996764	11.237866	5.244337	0.749191	9862.351126	413.553466	318.406201	58.436903	72.671533	2646.892018	58.436903	965.707278	12424.584555	505.703966	240.490331	460.003311	1243.657161	160.326887	4.495146	7553.344277	80.163444	110.880277	0	17608.237506	73.420724	0.749191	755.184589	12199.827237	2895.623451	25.472496	1.498382	15.733012	2640.149299	16.482203	2.247573	80.912635	6.74272	1.498382	0	10.488675	2.996764	28.46926	1.498382	0	1.498382	0	15.733012	0	0	28.46926	22.475732	17.231394	3751.948833	5947.078642	20.228159	5.244337	17.231394	224.008127	505922.729932	"TCGA-23-1027"
